www.nydailynews.com,2
www.myfoxny.com,1
www.ny1.com,1
www.nbcnewyork.com,2
abclocal.go.com,17
www.huffingtonpost.com,6
nypost.com,1
www.latimes.com,3
www.dailynews.com,1
ktla.com,2
losangeles.cbslocal.com,2
www.chicagotribune.com,1
www.nbcchicago.com,1
www.myfoxchicago.com,1
wgntv.com,1
chicago.cbslocal.com,1
www.suntimes.com,1
www.khou.com,1
www.click2houston.com,1
www.chron.com,1
www.myfoxhouston.com,1
www.topix.com,44
www.yourhoustonnews.com,1
www.houstonpress.com,1
www.philly.com,1
www.nbcphiladelphia.com,1
www.myfoxphilly.com,1
philadelphia.cbslocal.com,2
www.phillydailynews.com,1
www.inquirer.com,1
www.azcentral.com,4
www.myfoxphoenix.com,3
www.abc15.com,2
www.kpho.com,1
www.azfamily.com,2
www.phoenixnewtimes.com,2
www.mysanantonio.com,1
www.ksat.com,1
www.kens5.com,1
news4sanantonio.com,1
www.foxsanantonio.com,1
www.expressnews.com,1
www.woai.com,1
www.10news.com,1
www.cbs8.com,1
www.utsandiego.com,2
fox5sandiego.com,1
www.nbcsandiego.com,1
www.kusi.com,1
www.dallasnews.com,8
www.myfoxdfw.com,4
www.wfaa.com,5
twitter.com,6
www.nbcdfw.com,4
dfw.cbslocal.com,2
www.dallasobserver.com,1
www.mercurynews.com,2
www.nbcbayarea.com,1
www.ktvu.com,2
www.bizjournals.com,4
kxan.com,1
www.kvue.com,1
www.statesman.com,1
www.keyetv.com,1
www.myfoxaustin.com,2
austin.twcnews.com,1
jacksonville.com,1
www.news4jax.com,1
www.annistonstar.com,1
www.firstcoastnews.com,1
www.jdnews.com,1
www.actionnewsjax.com,1
www.fox30jax.com,1
www.wthr.com,1
www.indystar.com,2
www.theindychannel.com,1
fox59.com,1
wishtv.com,1
en.wikipedia.org,2
www.sfgate.com,1
www.sfexaminer.com,1
www.sfchronicle.com,1
sanfrancisco.cbslocal.com,1
www.10tv.com,1
www.nbc4i.com,1
www.dispatch.com,1
www.wtvm.com,1
abc6onyourside.com,1
www.myfox28columbus.com,1
www.star-telegram.com,1
www.wsoctv.com,1
www.wcnc.com,1
www.charlotteobserver.com,1
www.wbtv.com,1
www.wccbcharlotte.com,1
charlotte.twcnews.com,1
www.thecharlottenews.org,1
www.detroitnews.com,4
www.freep.com,1
m.detnews.com,1
www.elpasotimes.com,2
www.kvia.com,1
www.ktsm.com,1
www.kfoxtv.com,1
www.kdbc.com,1
www.facebook.com,8
www.wmctv.com,1
wreg.com,1
www.myfoxmemphis.com,1
www.memphisdailynews.com,1
www.commercialappeal.com,1
www.localmemphis.com,1
www.wcvb.com,1
www.boston.com,2
www.myfoxboston.com,1
www.whdh.com,1
www.bostonglobe.com,1
bostonherald.com,1
boston.cbslocal.com,1
seattletimes.com,1
www.komonews.com,1
www.king5.com,2
www.kirotv.com,1
www.seattlepi.com,1
q13fox.com,1
mynorthwest.com,1
www.9news.com,1
www.denverpost.com,1
www.thedenverchannel.com,1
kdvr.com,1
denver.cbslocal.com,1
www.wbaltv.com,1
www.baltimoresun.com,1
baltimore.cbslocal.com,2
www.abc2news.com,1
www.wbal.com,1
www.foxbaltimore.com,1
www.oregonlive.com,1
www.katu.com,1
www.kgw.com,1
www.kptv.com,1
koin.com,1
www.wmtw.com,1
portlandtribune.com,1
www.reviewjournal.com,1
www.ktnv.com,1
www.fox5vegas.com,1
www.8newsnow.com,1
www.lasvegassun.com,2
www.mynews3.com,1
www.tucsonnewsnow.com,1
azstarnet.com,1
www.kgun9.com,1
www.kvoa.com,1
www.tucsonsentinel.com,1
www.tucsonweekly.com,1
www.presstelegram.com,2
www.gazettes.com,1
lbpost.com,1
www.legacy.com,3
longbeach.patch.com,1
www.eastvalleytribune.com,2
www.emergencyemail.org,2
www.republicmedia.com,1
gazette.com,1
www.krdo.com,1
www.kktv.com,1
www.koaa.com,1
www.fox21news.com,2
www.csindy.com,1
www.insidebayarea.com,2
www.kcra.com,2
www.theoaklandpress.com,1
www.cleveland.com,2
www.newsnet5.com,1
www.19actionnews.com,1
www.wkyc.com,1
fox8.com,3
www.nola.com,2
www.fox8live.com,1
www.wwltv.com,1
www.wdsu.com,1
www.theneworleansadvocate.com,1
wgno.com,1
theadvocate.com,2
www.tampabay.com,1
tbo.com,1
www.myfoxtampabay.com,1
www.baynews9.com,1
www.wfla.com,1
www.wtsp.com,1
www.abcactionnews.com,1
www.ocregister.com,2
newanaheim.com,1
www.anaheim.net,1
newsantaana.com,1
www.nbclosangeles.com,1
www.pe.com,1
www.instantriverside.com,1
ucrtoday.ucr.edu,1
www.kentucky.com,1
www.lex18.com,1
www.wkyt.com,1
www.wtvq.com,1
www.foxlexington.com,1
www.wlextv.com,1
www.thenews-gazette.com,1
www.recordnet.com,1
fox40.com,1
www.caravannews.com,1
www.news10.net,2
www.toledonewsnow.com,1
www.13abc.com,1
www.toledoblade.com,1
www.northwestohio.com,1
starlocalmedia.com,1
www.klkntv.com,1
journalstar.com,1
www.lincnews.com,1
www.lincolnnewsmessenger.com,1
www.1011now.com,1
www.newslincolncounty.com,1
www.autoblog.com,1
www.fortwayne.com,1
wane.com,1
www.journalgazette.net,1
www.indianasnewscenter.com,1
www.news-sentinel.com,1
www.orlandosentinel.com,2
www.wesh.com,1
www.wftv.com,1
www.myfoxorlando.com,1
mynews13.com,1
www.clickorlando.com,2
pilotonline.com,1
www.wvec.com,1
norfolkdailynews.com,1
wtkr.com,1
wavy.com,1
www.dailypress.com,1
www.lmtonline.com,1
www.kgns.tv,1
www.mylaredofox.com,2
www.krgv.com,1
www.pro8news.com,1
laredosun.us,1
lubbockonline.com,1
www.kcbd.com,1
www.myfoxlubbock.com,3
www.everythinglubbock.com,1
everythinglubbock.com,1
www.thegarlandtexan.com,1
www.ci.garland.tx.us,1
www.miamiherald.com,1
www.wsvn.com,1
www.sun-sentinel.com,1
www.nbcmiami.com,3
www.hialeahfl.gov,1
www.wafb.com,1
www.wbrz.com,1
www.nbc33tv.com,1
www.fox44.com,2
www.irvingweekly.com,1
ramblernewspapers.com,1
www.ci.irving.tx.us,1
gilbert-news.dailyprss.com,1
www.gilberttimes.net,1
arizona.newszap.com,1
www.ktvb.com,1
www.idahostatesman.com,2
www.kboi2.com,1
www.kivitv.com,1
www.boiseweekly.com,1
www.idahopress.com,1
